Demand,month,day,weekday,hour,Demand24,Demand25,Demand47,Demand48,Demand49,Demand72,Demand96,DB,DP
1101.0,5,13,0,5,1077.0,1080.0,1129.0,1101.0,1097.0,1115.0,1138.0,43.0,31.0
1200.0,5,13,0,6,1094.0,1077.0,1189.0,1129.0,1101.0,1215.0,1230.0,41.0,31.0
1393.0,5,13,0,7,1135.0,1094.0,1313.0,1189.0,1129.0,1405.0,1427.0,42.0,32.0
1537.0,5,13,0,8,1233.0,1135.0,1452.0,1313.0,1189.0,1563.0,1592.0,46.0,32.0
1586.0,5,13,0,9,1373.0,1233.0,1554.0,1452.0,1313.0,1628.0,1655.0,50.0,30.0
1614.0,5,13,0,10,1485.0,1373.0,1602.0,1554.0,1452.0,1680.0,1687.0,52.0,29.0
1628.0,5,13,0,11,1534.0,1485.0,1621.0,1602.0,1554.0,1721.0,1722.0,54.0,30.0
1641.0,5,13,0,12,1549.0,1534.0,1622.0,1621.0,1602.0,1749.0,1739.0,55.0,30.0
1634.0,5,13,0,13,1532.0,1549.0,1614.0,1622.0,1621.0,1754.0,1739.0,57.0,30.0
1635.0,5,13,0,14,1502.0,1532.0,1592.0,1614.0,1622.0,1769.0,1722.0,58.0,29.0
1616.0,5,13,0,15,1474.0,1502.0,1587.0,1592.0,1614.0,1763.0,1717.0,59.0,28.0
1604.0,5,13,0,16,1466.0,1474.0,1598.0,1587.0,1592.0,1755.0,1717.0,59.0,28.0
1611.0,5,13,0,17,1479.0,1466.0,1611.0,1598.0,1587.0,1746.0,1733.0,61.0,27.0
1645.0,5,13,0,18,1506.0,1479.0,1631.0,1611.0,1598.0,1733.0,1754.0,57.0,25.0
1681.0,5,13,0,19,1519.0,1506.0,1657.0,1631.0,1611.0,1711.0,1758.0,57.0,25.0
1733.0,5,13,0,20,1559.0,1519.0,1685.0,1657.0,1631.0,1727.0,1799.0,55.0,26.0
1787.0,5,13,0,21,1641.0,1559.0,1605.0,1685.0,1657.0,1789.0,1809.0,53.0,24.0
1658.0,5,13,0,22,1558.0,1641.0,1470.0,1605.0,1685.0,1693.0,1675.0,51.0,24.0
1465.0,5,13,0,23,1394.0,1558.0,1325.0,1470.0,1605.0,1523.0,1482.0,50.0,25.0
1287.0,5,13,0,24,1234.0,1394.0,1210.0,1325.0,1470.0,1359.0,1306.0,48.0,26.0
1175.0,5,14,1,1,1139.0,1234.0,1134.0,1210.0,1325.0,1232.0,1190.0,46.0,27.0
1118.0,5,14,1,2,1085.0,1139.0,1094.0,1134.0,1210.0,1153.0,1130.0,45.0,28.0
1093.0,5,14,1,3,1060.0,1085.0,1080.0,1094.0,1134.0,1116.0,1099.0,43.0,29.0
1090.0,5,14,1,4,1063.0,1060.0,1077.0,1080.0,1094.0,1097.0,1088.0,41.0,29.0
1128.0,5,14,1,5,1101.0,1063.0,1094.0,1077.0,1080.0,1101.0,1115.0,39.0,31.0
1236.0,5,14,1,6,1200.0,1101.0,1135.0,1094.0,1077.0,1129.0,1215.0,41.0,32.0
1440.0,5,14,1,7,1393.0,1200.0,1233.0,1135.0,1094.0,1189.0,1405.0,43.0,30.0
1581.0,5,14,1,8,1537.0,1393.0,1373.0,1233.0,1135.0,1313.0,1563.0,45.0,30.0
1613.0,5,14,1,9,1586.0,1537.0,1485.0,1373.0,1233.0,1452.0,1628.0,49.0,30.0
1629.0,5,14,1,10,1614.0,1586.0,1534.0,1485.0,1373.0,1554.0,1680.0,52.0,31.0
1655.0,5,14,1,11,1628.0,1614.0,1549.0,1534.0,1485.0,1602.0,1721.0,54.0,30.0
1665.0,5,14,1,12,1641.0,1628.0,1532.0,1549.0,1534.0,1621.0,1749.0,53.0,29.0
1652.0,5,14,1,13,1634.0,1641.0,1502.0,1532.0,1549.0,1622.0,1754.0,55.0,29.0
1647.0,5,14,1,14,1635.0,1634.0,1474.0,1502.0,1532.0,1614.0,1769.0,54.0,28.0
1630.0,5,14,1,15,1616.0,1635.0,1466.0,1474.0,1502.0,1592.0,1763.0,55.0,27.0
1627.0,5,14,1,16,1604.0,1616.0,1479.0,1466.0,1474.0,1587.0,1755.0,57.0,26.0
1639.0,5,14,1,17,1611.0,1604.0,1506.0,1479.0,1466.0,1598.0,1746.0,57.0,26.0
1666.0,5,14,1,18,1645.0,1611.0,1519.0,1506.0,1479.0,1611.0,1733.0,57.0,26.0
1689.0,5,14,1,19,1681.0,1645.0,1559.0,1519.0,1506.0,1631.0,1711.0,57.0,26.0
1729.0,5,14,1,20,1733.0,1681.0,1641.0,1559.0,1519.0,1657.0,1727.0,57.0,26.0
1790.0,5,14,1,21,1787.0,1733.0,1558.0,1641.0,1559.0,1685.0,1789.0,54.0,26.0
1674.0,5,14,1,22,1658.0,1787.0,1394.0,1558.0,1641.0,1605.0,1693.0,51.0,27.0
1474.0,5,14,1,23,1465.0,1658.0,1234.0,1394.0,1558.0,1470.0,1523.0,49.0,29.0
1297.0,5,14,1,24,1287.0,1465.0,1139.0,1234.0,1394.0,1325.0,1359.0,45.0,30.0
1192.0,5,15,2,1,1175.0,1287.0,1085.0,1139.0,1234.0,1210.0,1232.0,43.0,33.0
1139.0,5,15,2,2,1118.0,1175.0,1060.0,1085.0,1139.0,1134.0,1153.0,43.0,32.0
1114.0,5,15,2,3,1093.0,1118.0,1063.0,1060.0,1085.0,1094.0,1116.0,42.0,32.0
1113.0,5,15,2,4,1090.0,1093.0,1101.0,1063.0,1060.0,1080.0,1097.0,41.0,34.0
1151.0,5,15,2,5,1128.0,1090.0,1200.0,1101.0,1063.0,1077.0,1101.0,41.0,36.0
1258.0,5,15,2,6,1236.0,1128.0,1393.0,1200.0,1101.0,1094.0,1129.0,39.0,35.0
1460.0,5,15,2,7,1440.0,1236.0,1537.0,1393.0,1200.0,1135.0,1189.0,41.0,37.0
1593.0,5,15,2,8,1581.0,1440.0,1586.0,1537.0,1393.0,1233.0,1313.0,45.0,39.0
1623.0,5,15,2,9,1613.0,1581.0,1614.0,1586.0,1537.0,1373.0,1452.0,51.0,42.0
1639.0,5,15,2,10,1629.0,1613.0,1628.0,1614.0,1586.0,1485.0,1554.0,56.0,42.0
1654.0,5,15,2,11,1655.0,1629.0,1641.0,1628.0,1614.0,1534.0,1602.0,60.0,43.0
1667.0,5,15,2,12,1665.0,1655.0,1634.0,1641.0,1628.0,1549.0,1621.0,60.0,32.0
1654.0,5,15,2,13,1652.0,1665.0,1635.0,1634.0,1641.0,1532.0,1622.0,62.0,32.0
1659.0,5,15,2,14,1647.0,1652.0,1616.0,1635.0,1634.0,1502.0,1614.0,64.0,30.0
1641.0,5,15,2,15,1630.0,1647.0,1604.0,1616.0,1635.0,1474.0,1592.0,64.0,33.0
1652.0,5,15,2,16,1627.0,1630.0,1611.0,1604.0,1616.0,1466.0,1587.0,61.0,41.0
1679.0,5,15,2,17,1639.0,1627.0,1645.0,1611.0,1604.0,1479.0,1598.0,56.0,47.0
1718.0,5,15,2,18,1666.0,1639.0,1681.0,1645.0,1611.0,1506.0,1611.0,56.0,51.0
1761.0,5,15,2,19,1689.0,1666.0,1733.0,1681.0,1645.0,1519.0,1631.0,55.0,50.0
1792.0,5,15,2,20,1729.0,1689.0,1787.0,1733.0,1681.0,1559.0,1657.0,56.0,50.0
1804.0,5,15,2,21,1790.0,1729.0,1658.0,1787.0,1733.0,1641.0,1685.0,56.0,51.0
1674.0,5,15,2,22,1674.0,1790.0,1465.0,1658.0,1787.0,1558.0,1605.0,57.0,52.0
1471.0,5,15,2,23,1474.0,1674.0,1287.0,1465.0,1658.0,1394.0,1470.0,56.0,52.0
1298.0,5,15,2,24,1297.0,1474.0,1175.0,1287.0,1465.0,1234.0,1325.0,55.0,52.0
1187.0,5,16,3,1,1192.0,1297.0,1118.0,1175.0,1287.0,1139.0,1210.0,53.0,51.0
1128.0,5,16,3,2,1139.0,1192.0,1093.0,1118.0,1175.0,1085.0,1134.0,54.0,51.0
1100.0,5,16,3,3,1114.0,1139.0,1090.0,1093.0,1118.0,1060.0,1094.0,54.0,51.0
1100.0,5,16,3,4,1113.0,1114.0,1128.0,1090.0,1093.0,1063.0,1080.0,53.0,51.0
1135.0,5,16,3,5,1151.0,1113.0,1236.0,1128.0,1090.0,1101.0,1077.0,54.0,51.0
1235.0,5,16,3,6,1258.0,1151.0,1440.0,1236.0,1128.0,1200.0,1094.0,55.0,46.0
1437.0,5,16,3,7,1460.0,1258.0,1581.0,1440.0,1236.0,1393.0,1135.0,54.0,48.0
1595.0,5,16,3,8,1593.0,1460.0,1613.0,1581.0,1440.0,1537.0,1233.0,57.0,49.0
1655.0,5,16,3,9,1623.0,1593.0,1629.0,1613.0,1581.0,1586.0,1373.0,58.0,49.0
1683.0,5,16,3,10,1639.0,1623.0,1655.0,1629.0,1613.0,1614.0,1485.0,61.0,48.0
1717.0,5,16,3,11,1654.0,1639.0,1665.0,1655.0,1629.0,1628.0,1534.0,65.0,46.0
1736.0,5,16,3,12,1667.0,1654.0,1652.0,1665.0,1655.0,1641.0,1549.0,72.0,42.0
1722.0,5,16,3,13,1654.0,1667.0,1647.0,1652.0,1665.0,1634.0,1532.0,76.0,38.0
1736.0,5,16,3,14,1659.0,1654.0,1630.0,1647.0,1652.0,1635.0,1502.0,78.0,37.0
1737.0,5,16,3,15,1641.0,1659.0,1627.0,1630.0,1647.0,1616.0,1474.0,80.0,38.0
1740.0,5,16,3,16,1652.0,1641.0,1639.0,1627.0,1630.0,1604.0,1466.0,81.0,38.0
1757.0,5,16,3,17,1679.0,1652.0,1666.0,1639.0,1627.0,1611.0,1479.0,78.0,44.0
1765.0,5,16,3,18,1718.0,1679.0,1689.0,1666.0,1639.0,1645.0,1506.0,78.0,46.0
1767.0,5,16,3,19,1761.0,1718.0,1729.0,1689.0,1666.0,1681.0,1519.0,77.0,45.0
1792.0,5,16,3,20,1792.0,1761.0,1790.0,1729.0,1689.0,1733.0,1559.0,73.0,46.0
1859.0,5,16,3,21,1804.0,1792.0,1674.0,1790.0,1729.0,1787.0,1641.0,70.0,46.0
1756.0,5,16,3,22,1674.0,1804.0,1474.0,1674.0,1790.0,1658.0,1558.0,67.0,47.0
1548.0,5,16,3,23,1471.0,1674.0,1297.0,1474.0,1674.0,1465.0,1394.0,65.0,48.0
1357.0,5,16,3,24,1298.0,1471.0,1192.0,1297.0,1474.0,1287.0,1234.0,63.0,48.0
1224.0,5,17,4,1,1187.0,1298.0,1139.0,1192.0,1297.0,1175.0,1139.0,61.0,49.0
1151.0,5,17,4,2,1128.0,1187.0,1114.0,1139.0,1192.0,1118.0,1085.0,60.0,48.0
1113.0,5,17,4,3,1100.0,1128.0,1113.0,1114.0,1139.0,1093.0,1060.0,59.0,46.0
1100.0,5,17,4,4,1100.0,1100.0,1151.0,1113.0,1114.0,1090.0,1063.0,58.0,43.0
1122.0,5,17,4,5,1135.0,1100.0,1258.0,1151.0,1113.0,1128.0,1101.0,55.0,41.0
1209.0,5,17,4,6,1235.0,1135.0,1460.0,1258.0,1151.0,1236.0,1200.0,54.0,41.0
1402.0,5,17,4,7,1437.0,1235.0,1593.0,1460.0,1258.0,1440.0,1393.0,49.0,42.0
1561.0,5,17,4,8,1595.0,1437.0,1623.0,1593.0,1460.0,1581.0,1537.0,56.0,43.0
1612.0,5,17,4,9,1655.0,1595.0,1639.0,1623.0,1593.0,1613.0,1586.0,58.0,41.0
1646.0,5,17,4,10,1683.0,1655.0,1654.0,1639.0,1623.0,1629.0,1614.0,60.0,40.0
1670.0,5,17,4,11,1717.0,1683.0,1667.0,1654.0,1639.0,1655.0,1628.0,62.0,40.0
1686.0,5,17,4,12,1736.0,1717.0,1654.0,1667.0,1654.0,1665.0,1641.0,63.0,40.0
1687.0,5,17,4,13,1722.0,1736.0,1659.0,1654.0,1667.0,1652.0,1634.0,65.0,40.0
1689.0,5,17,4,14,1736.0,1722.0,1641.0,1659.0,1654.0,1647.0,1635.0,67.0,40.0
1674.0,5,17,4,15,1737.0,1736.0,1652.0,1641.0,1659.0,1630.0,1616.0,69.0,40.0
1663.0,5,17,4,16,1740.0,1737.0,1679.0,1652.0,1641.0,1627.0,1604.0,71.0,40.0
1660.0,5,17,4,17,1757.0,1740.0,1718.0,1679.0,1652.0,1639.0,1611.0,72.0,39.0
1653.0,5,17,4,18,1765.0,1757.0,1761.0,1718.0,1679.0,1666.0,1645.0,72.0,39.0
1638.0,5,17,4,19,1767.0,1765.0,1792.0,1761.0,1718.0,1689.0,1681.0,65.0,43.0
1643.0,5,17,4,20,1792.0,1767.0,1804.0,1792.0,1761.0,1729.0,1733.0,59.0,45.0
1706.0,5,17,4,21,1859.0,1792.0,1674.0,1804.0,1792.0,1790.0,1787.0,58.0,43.0
1633.0,5,17,4,22,1756.0,1859.0,1471.0,1674.0,1804.0,1674.0,1658.0,55.0,43.0
1479.0,5,17,4,23,1548.0,1756.0,1298.0,1471.0,1674.0,1474.0,1465.0,53.0,43.0
1314.0,5,17,4,24,1357.0,1548.0,1187.0,1298.0,1471.0,1297.0,1287.0,53.0,43.0
1203.0,5,18,5,1,1224.0,1357.0,1128.0,1187.0,1298.0,1192.0,1175.0,52.0,43.0
1127.0,5,18,5,2,1151.0,1224.0,1100.0,1128.0,1187.0,1139.0,1118.0,49.0,43.0
1092.0,5,18,5,3,1113.0,1151.0,1100.0,1100.0,1128.0,1114.0,1093.0,48.0,43.0
1081.0,5,18,5,4,1100.0,1113.0,1135.0,1100.0,1100.0,1113.0,1090.0,48.0,43.0
1086.0,5,18,5,5,1122.0,1100.0,1235.0,1135.0,1100.0,1151.0,1128.0,47.0,43.0
1109.0,5,18,5,6,1209.0,1122.0,1437.0,1235.0,1135.0,1258.0,1236.0,46.0,43.0
1187.0,5,18,5,7,1402.0,1209.0,1595.0,1437.0,1235.0,1460.0,1440.0,46.0,43.0
1312.0,5,18,5,8,1561.0,1402.0,1655.0,1595.0,1437.0,1593.0,1581.0,51.0,45.0
1437.0,5,18,5,9,1612.0,1561.0,1683.0,1655.0,1595.0,1623.0,1613.0,57.0,47.0
1514.0,5,18,5,10,1646.0,1612.0,1717.0,1683.0,1655.0,1639.0,1629.0,63.0,47.0
1546.0,5,18,5,11,1670.0,1646.0,1736.0,1717.0,1683.0,1654.0,1655.0,68.0,45.0
1562.0,5,18,5,12,1686.0,1670.0,1722.0,1736.0,1717.0,1667.0,1665.0,70.0,40.0
1559.0,5,18,5,13,1687.0,1686.0,1736.0,1722.0,1736.0,1654.0,1652.0,69.0,36.0
1545.0,5,18,5,14,1689.0,1687.0,1737.0,1736.0,1722.0,1659.0,1647.0,69.0,41.0
1530.0,5,18,5,15,1674.0,1689.0,1740.0,1737.0,1736.0,1641.0,1630.0,69.0,40.0
1521.0,5,18,5,16,1663.0,1674.0,1757.0,1740.0,1737.0,1652.0,1627.0,70.0,41.0
1528.0,5,18,5,17,1660.0,1663.0,1765.0,1757.0,1740.0,1679.0,1639.0,69.0,42.0
1545.0,5,18,5,18,1653.0,1660.0,1767.0,1765.0,1757.0,1718.0,1666.0,68.0,41.0
1551.0,5,18,5,19,1638.0,1653.0,1792.0,1767.0,1765.0,1761.0,1689.0,67.0,45.0
1570.0,5,18,5,20,1643.0,1638.0,1859.0,1792.0,1767.0,1792.0,1729.0,65.0,46.0
1636.0,5,18,5,21,1706.0,1643.0,1756.0,1859.0,1792.0,1804.0,1790.0,61.0,46.0
1577.0,5,18,5,22,1633.0,1706.0,1548.0,1756.0,1859.0,1674.0,1674.0,60.0,45.0
1439.0,5,18,5,23,1479.0,1633.0,1357.0,1548.0,1756.0,1471.0,1474.0,58.0,45.0
1303.0,5,18,5,24,1314.0,1479.0,1224.0,1357.0,1548.0,1298.0,1297.0,55.0,46.0
1190.0,5,19,6,1,1203.0,1314.0,1151.0,1224.0,1357.0,1187.0,1192.0,54.0,47.0
1128.0,5,19,6,2,1127.0,1203.0,1113.0,1151.0,1224.0,1128.0,1139.0,52.0,46.0
1096.0,5,19,6,3,1092.0,1127.0,1100.0,1113.0,1151.0,1100.0,1114.0,50.0,45.0
1080.0,5,19,6,4,1081.0,1092.0,1122.0,1100.0,1113.0,1100.0,1113.0,49.0,45.0
1082.0,5,19,6,5,1086.0,1081.0,1209.0,1122.0,1100.0,1135.0,1151.0,49.0,46.0
1084.0,5,19,6,6,1109.0,1086.0,1402.0,1209.0,1122.0,1235.0,1258.0,48.0,45.0
1107.0,5,19,6,7,1187.0,1109.0,1561.0,1402.0,1209.0,1437.0,1460.0,48.0,45.0
1211.0,5,19,6,8,1312.0,1187.0,1612.0,1561.0,1402.0,1595.0,1593.0,53.0,47.0
1342.0,5,19,6,9,1437.0,1312.0,1646.0,1612.0,1561.0,1655.0,1623.0,57.0,47.0
1433.0,5,19,6,10,1514.0,1437.0,1670.0,1646.0,1612.0,1683.0,1639.0,62.0,49.0
1485.0,5,19,6,11,1546.0,1514.0,1686.0,1670.0,1646.0,1717.0,1654.0,65.0,48.0
1517.0,5,19,6,12,1562.0,1546.0,1687.0,1686.0,1670.0,1736.0,1667.0,66.0,49.0
1527.0,5,19,6,13,1559.0,1562.0,1689.0,1687.0,1686.0,1722.0,1654.0,67.0,48.0
1519.0,5,19,6,14,1545.0,1559.0,1674.0,1689.0,1687.0,1736.0,1659.0,68.0,50.0
1512.0,5,19,6,15,1530.0,1545.0,1663.0,1674.0,1689.0,1737.0,1641.0,69.0,50.0
1520.0,5,19,6,16,1521.0,1530.0,1660.0,1663.0,1674.0,1740.0,1652.0,66.0,48.0
1547.0,5,19,6,17,1528.0,1521.0,1653.0,1660.0,1663.0,1757.0,1679.0,63.0,48.0
1600.0,5,19,6,18,1545.0,1528.0,1638.0,1653.0,1660.0,1765.0,1718.0,59.0,52.0
1648.0,5,19,6,19,1551.0,1545.0,1643.0,1638.0,1653.0,1767.0,1761.0,57.0,53.0
1677.0,5,19,6,20,1570.0,1551.0,1706.0,1643.0,1638.0,1792.0,1792.0,56.0,54.0
1699.0,5,19,6,21,1636.0,1570.0,1633.0,1706.0,1643.0,1859.0,1804.0,56.0,54.0
1585.0,5,19,6,22,1577.0,1636.0,1479.0,1633.0,1706.0,1756.0,1674.0,56.0,54.0
1411.0,5,19,6,23,1439.0,1577.0,1314.0,1479.0,1633.0,1548.0,1471.0,56.0,54.0
1271.0,5,19,6,24,1303.0,1439.0,1203.0,1314.0,1479.0,1357.0,1298.0,56.0,55.0
1169.0,5,20,0,1,1190.0,1303.0,1127.0,1203.0,1314.0,1224.0,1187.0,57.0,55.0
1118.0,5,20,0,2,1128.0,1190.0,1092.0,1127.0,1203.0,1151.0,1128.0,57.0,56.0
1096.0,5,20,0,3,1096.0,1128.0,1081.0,1092.0,1127.0,1113.0,1100.0,57.0,56.0
1093.0,5,20,0,4,1080.0,1096.0,1086.0,1081.0,1092.0,1100.0,1100.0,58.0,57.0
1134.0,5,20,0,5,1082.0,1080.0,1109.0,1086.0,1081.0,1122.0,1135.0,58.0,57.0
1241.0,5,20,0,6,1084.0,1082.0,1187.0,1109.0,1086.0,1209.0,1235.0,58.0,57.0
1437.0,5,20,0,7,1107.0,1084.0,1312.0,1187.0,1109.0,1402.0,1437.0,59.0,57.0
1602.0,5,20,0,8,1211.0,1107.0,1437.0,1312.0,1187.0,1561.0,1595.0,59.0,58.0
1679.0,5,20,0,9,1342.0,1211.0,1514.0,1437.0,1312.0,1612.0,1655.0,60.0,58.0
1730.0,5,20,0,10,1433.0,1342.0,1546.0,1514.0,1437.0,1646.0,1683.0,62.0,60.0
1783.0,5,20,0,11,1485.0,1433.0,1562.0,1546.0,1514.0,1670.0,1717.0,64.0,61.0
1825.0,5,20,0,12,1517.0,1485.0,1559.0,1562.0,1546.0,1686.0,1736.0,69.0,62.0
1852.0,5,20,0,13,1527.0,1517.0,1545.0,1559.0,1562.0,1687.0,1722.0,72.0,62.0
1891.0,5,20,0,14,1519.0,1527.0,1530.0,1545.0,1559.0,1689.0,1736.0,76.0,63.0
1904.0,5,20,0,15,1512.0,1519.0,1521.0,1530.0,1545.0,1674.0,1737.0,78.0,63.0
1924.0,5,20,0,16,1520.0,1512.0,1528.0,1521.0,1530.0,1663.0,1740.0,80.0,63.0
1941.0,5,20,0,17,1547.0,1520.0,1545.0,1528.0,1521.0,1660.0,1757.0,83.0,63.0
1953.0,5,20,0,18,1600.0,1547.0,1551.0,1545.0,1528.0,1653.0,1765.0,82.0,62.0
1953.0,5,20,0,19,1648.0,1600.0,1570.0,1551.0,1545.0,1638.0,1767.0,79.0,65.0
1967.0,5,20,0,20,1677.0,1648.0,1636.0,1570.0,1551.0,1643.0,1792.0,77.0,64.0
2025.0,5,20,0,21,1699.0,1677.0,1577.0,1636.0,1570.0,1706.0,1859.0,73.0,64.0
1903.0,5,20,0,22,1585.0,1699.0,1439.0,1577.0,1636.0,1633.0,1756.0,71.0,64.0
1662.0,5,20,0,23,1411.0,1585.0,1303.0,1439.0,1577.0,1479.0,1548.0,70.0,63.0
1458.0,5,20,0,24,1271.0,1411.0,1190.0,1303.0,1439.0,1314.0,1357.0,70.0,64.0
1329.0,5,21,1,1,1169.0,1271.0,1128.0,1190.0,1303.0,1203.0,1224.0,69.0,63.0
1242.0,5,21,1,2,1118.0,1169.0,1096.0,1128.0,1190.0,1127.0,1151.0,67.0,63.0
1194.0,5,21,1,3,1096.0,1118.0,1080.0,1096.0,1128.0,1092.0,1113.0,65.0,63.0
1175.0,5,21,1,4,1093.0,1096.0,1082.0,1080.0,1096.0,1081.0,1100.0,64.0,62.0
1196.0,5,21,1,5,1134.0,1093.0,1084.0,1082.0,1080.0,1086.0,1122.0,62.0,61.0
1284.0,5,21,1,6,1241.0,1134.0,1107.0,1084.0,1082.0,1109.0,1209.0,62.0,60.0
1491.0,5,21,1,7,1437.0,1241.0,1211.0,1107.0,1084.0,1187.0,1402.0,61.0,60.0
1671.0,5,21,1,8,1602.0,1437.0,1342.0,1211.0,1107.0,1312.0,1561.0,64.0,63.0
1757.0,5,21,1,9,1679.0,1602.0,1433.0,1342.0,1211.0,1437.0,1612.0,67.0,63.0
1824.0,5,21,1,10,1730.0,1679.0,1485.0,1433.0,1342.0,1514.0,1646.0,71.0,64.0
1902.0,5,21,1,11,1783.0,1730.0,1517.0,1485.0,1433.0,1546.0,1670.0,74.0,65.0
1979.0,5,21,1,12,1825.0,1783.0,1527.0,1517.0,1485.0,1562.0,1686.0,73.0,63.0
2025.0,5,21,1,13,1852.0,1825.0,1519.0,1527.0,1517.0,1559.0,1687.0,83.0,66.0
2065.0,5,21,1,14,1891.0,1852.0,1512.0,1519.0,1527.0,1545.0,1689.0,85.0,65.0
2071.0,5,21,1,15,1904.0,1891.0,1520.0,1512.0,1519.0,1530.0,1674.0,83.0,65.0
2027.0,5,21,1,16,1924.0,1904.0,1547.0,1520.0,1512.0,1521.0,1663.0,88.0,67.0
1958.0,5,21,1,17,1941.0,1924.0,1600.0,1547.0,1520.0,1528.0,1660.0,86.0,67.0
1927.0,5,21,1,18,1953.0,1941.0,1648.0,1600.0,1547.0,1545.0,1653.0,82.0,65.0
1929.0,5,21,1,19,1953.0,1953.0,1677.0,1648.0,1600.0,1551.0,1638.0,67.0,62.0
1934.0,5,21,1,20,1967.0,1953.0,1699.0,1677.0,1648.0,1570.0,1643.0,61.0,56.0
1887.0,5,21,1,21,2025.0,1967.0,1585.0,1699.0,1677.0,1636.0,1706.0,58.0,56.0
1739.0,5,21,1,22,1903.0,2025.0,1411.0,1585.0,1699.0,1577.0,1633.0,56.0,54.0
1532.0,5,21,1,23,1662.0,1903.0,1271.0,1411.0,1585.0,1439.0,1479.0,55.0,53.0
1352.0,5,21,1,24,1458.0,1662.0,1169.0,1271.0,1411.0,1303.0,1314.0,54.0,52.0
1232.0,5,22,2,1,1329.0,1458.0,1118.0,1169.0,1271.0,1190.0,1203.0,53.0,52.0
1166.0,5,22,2,2,1242.0,1329.0,1096.0,1118.0,1169.0,1128.0,1127.0,53.0,51.0
1133.0,5,22,2,3,1194.0,1242.0,1093.0,1096.0,1118.0,1096.0,1092.0,53.0,50.0
1125.0,5,22,2,4,1175.0,1194.0,1134.0,1093.0,1096.0,1080.0,1081.0,53.0,50.0
1167.0,5,22,2,5,1196.0,1175.0,1241.0,1134.0,1093.0,1082.0,1086.0,53.0,50.0
1271.0,5,22,2,6,1284.0,1196.0,1437.0,1241.0,1134.0,1084.0,1109.0,53.0,51.0
1467.0,5,22,2,7,1491.0,1284.0,1602.0,1437.0,1241.0,1107.0,1187.0,53.0,50.0
1619.0,5,22,2,8,1671.0,1491.0,1679.0,1602.0,1437.0,1211.0,1312.0,54.0,51.0
1689.0,5,22,2,9,1757.0,1671.0,1730.0,1679.0,1602.0,1342.0,1437.0,56.0,53.0
1732.0,5,22,2,10,1824.0,1757.0,1783.0,1730.0,1679.0,1433.0,1514.0,58.0,55.0
1756.0,5,22,2,11,1902.0,1824.0,1825.0,1783.0,1730.0,1485.0,1546.0,61.0,56.0
1778.0,5,22,2,12,1979.0,1902.0,1852.0,1825.0,1783.0,1517.0,1562.0,65.0,59.0
1797.0,5,22,2,13,2025.0,1979.0,1891.0,1852.0,1825.0,1527.0,1559.0,67.0,59.0
1812.0,5,22,2,14,2065.0,2025.0,1904.0,1891.0,1852.0,1519.0,1545.0,68.0,60.0
1803.0,5,22,2,15,2071.0,2065.0,1924.0,1904.0,1891.0,1512.0,1530.0,71.0,62.0
1800.0,5,22,2,16,2027.0,2071.0,1941.0,1924.0,1904.0,1520.0,1521.0,71.0,62.0
1799.0,5,22,2,17,1958.0,2027.0,1953.0,1941.0,1924.0,1547.0,1528.0,70.0,62.0
1808.0,5,22,2,18,1927.0,1958.0,1953.0,1953.0,1941.0,1600.0,1545.0,69.0,61.0
1824.0,5,22,2,19,1929.0,1927.0,1967.0,1953.0,1953.0,1648.0,1551.0,62.0,59.0
1858.0,5,22,2,20,1934.0,1929.0,2025.0,1967.0,1953.0,1677.0,1570.0,61.0,59.0
1890.0,5,22,2,21,1887.0,1934.0,1903.0,2025.0,1967.0,1699.0,1636.0,62.0,60.0
1757.0,5,22,2,22,1739.0,1887.0,1662.0,1903.0,2025.0,1585.0,1577.0,61.0,61.0
1553.0,5,22,2,23,1532.0,1739.0,1458.0,1662.0,1903.0,1411.0,1439.0,61.0,60.0
1370.0,5,22,2,24,1352.0,1532.0,1329.0,1458.0,1662.0,1271.0,1303.0,61.0,60.0
1251.0,5,23,3,1,1232.0,1352.0,1242.0,1329.0,1458.0,1169.0,1190.0,61.0,60.0
1180.0,5,23,3,2,1166.0,1232.0,1194.0,1242.0,1329.0,1118.0,1128.0,61.0,60.0
1150.0,5,23,3,3,1133.0,1166.0,1175.0,1194.0,1242.0,1096.0,1096.0,62.0,61.0
1142.0,5,23,3,4,1125.0,1133.0,1196.0,1175.0,1194.0,1093.0,1080.0,62.0,61.0
1174.0,5,23,3,5,1167.0,1125.0,1284.0,1196.0,1175.0,1134.0,1082.0,63.0,61.0
1283.0,5,23,3,6,1271.0,1167.0,1491.0,1284.0,1196.0,1241.0,1084.0,64.0,62.0
1499.0,5,23,3,7,1467.0,1271.0,1671.0,1491.0,1284.0,1437.0,1107.0,65.0,62.0
1673.0,5,23,3,8,1619.0,1467.0,1757.0,1671.0,1491.0,1602.0,1211.0,65.0,63.0
1758.0,5,23,3,9,1689.0,1619.0,1824.0,1757.0,1671.0,1679.0,1342.0,66.0,63.0
1812.0,5,23,3,10,1732.0,1689.0,1902.0,1824.0,1757.0,1730.0,1433.0,67.0,63.0
1857.0,5,23,3,11,1756.0,1732.0,1979.0,1902.0,1824.0,1783.0,1485.0,68.0,64.0
1884.0,5,23,3,12,1778.0,1756.0,2025.0,1979.0,1902.0,1825.0,1517.0,72.0,65.0
1889.0,5,23,3,13,1797.0,1778.0,2065.0,2025.0,1979.0,1852.0,1527.0,71.0,67.0
